"id,labels"
"1375104809666289669,0"
"1375103208868212744,0"
"1375103148382158856,1"
"1375102878210199563,0"
"1375102658416099332,1"
"1375102576639799299,0"
"1375102131712180225,1"
"1375101242020626453,1"
"1375100862507458564,0"
"1375100861647613953,0"
"1375100695087513601,1"
"1375100164625555464,1"
"1375098950907097091,0"
"1375098343626403844,0"
"1375097967829454862,1"
"1375096866090668035,0"
"1375094332965990405,0"
"1375093913766223874,0"
"1375093913606885381,0"
"1375093466032697346,0"
"1375093145365573636,0"
"1375093074578173958,0"
"1375092460494458881,1"
"1375092270530240515,1"
"1375091736637100032,0"
"1375091544454225922,0"
"1375091464330416137,0"
"1375091414065950728,0"
"1375091275553251342,0"
"1375091168124399621,1"
"1375091093453336582,1"
"1375090690070315016,0"
"1375089416675282947,1"
"1375089243228360710,1"
"1375088578095644675,1"
"1375088198599249929,1"
"1375087766938263556,1"
"1375087043634733063,0"
"1375086918736744455,0"
"1375086815460331526,0"
"1375086532009324552,1"
"1375086417022345218,0"
"1375085498557984779,0"
"1375085309873041417,1"
"1375085296329572356,1"
"1375084449126305802,0"
"1375084202010554371,0"
"1375084020694974470,1"
"1375083861202325510,0"
"1375083732718206976,0"
"1375082662591819780,0"
"1375080827554471942,0"
"1375080368769019908,0"
"1375080227844587524,0"
"1375079506822758404,0"
"1375079384370049028,1"
"1375078906840121348,0"
"1375078870836248586,0"
"1375078635711909888,1"
"1375077444315709445,0"
"1375076593463332865,0"
"1375075829550608389,0"
"1375075675636441091,0"
"1375075433495019523,0"
"1375075223259742212,0"
"1375074879565877249,0"
"1375074873043734531,1"
"1375074568889585665,1"
"1375073852808704003,0"
"1375073327103029249,1"
"1375073154792579073,0"
"1375072873044393992,1"
"1375072555623714817,0"
"1375071671749636097,1"
"1375071668389969926,0"
"1375070713523154948,1"
"1375069973614366722,0"
"1375069958837784577,1"
"1375069873513041921,0"
"1375069346939117574,0"
"1375069313460224004,0"
"1375069064872222722,1"
"1375068753470353408,0"
"1375067972952293380,0"
"1375066803425193987,1"
"1375066190507302918,1"
"1375065946432372736,0"
"1375065927465721863,1"
"1375065715716284427,0"
"1375065389885972480,1"
"1375065331560030213,0"
"1375064038011510786,0"
"1375063226669527041,0"
"1375062090961018883,1"
"1375061966276984836,0"
"1375061928532398082,1"
"1375061845665439750,0"
"1375061578123448324,0"
"1375061402306641920,0"
"1375061067773120518,1"
"1375060898423902213,1"
"1375059105224753154,0"
"1375058716316274693,1"
"1375058640420417537,0"
"1375057256035799042,0"
"1375056001485930497,1"
"1375055664817573890,1"
"1375055130349961223,0"
"1375054864183652354,0"
"1375052395475042306,0"
"1375052364382625797,0"
"1375051547726450694,1"
"1375051035153215494,1"
"1375050969801691138,1"
"1375050891976380421,1"
"1375050872544186368,0"
"1375049737162928133,0"
"1375049714085720073,1"
"1375049450704490500,0"
"1375049263772745729,1"
"1375049051150954499,1"
"1375048776403066883,0"
"1375046247816527872,1"
"1375045985555087364,1"
"1375045378798653440,1"
"1375045199521517569,0"
"1375045100116529152,1"
"1375044901159731208,1"
"1375044215827222530,1"
"1375044200543121412,0"
"1375044164681920512,1"
"1375044157820055552,0"
"1375044006904741890,0"
"1375043715618705411,1"
"1375043096971509761,0"
"1375041663182151687,1"
"1375041487835176966,0"
"1375041325515501569,0"
"1375041171605557249,1"
"1375039996999176193,1"
"1375039579653300228,1"
"1375038807729315842,1"
"1375038720534007816,0"
"1375038404539396096,0"
"1375037578081144832,1"
"1375037253886574596,0"
"1375036691149434883,1"
"1375035270228291586,1"
"1375035200472764423,1"
"1375034967911202820,0"
"1375034609952387080,0"
"1375034247606497280,1"
"1375034223527084036,1"
"1375033737952468995,1"
"1375033360154771460,0"
"1375032600641871873,1"
"1375030277320347649,0"
"1375030271561588740,1"
"1375029417945219074,1"
"1375029063656611841,0"
"1375028250947301376,0"
"1375028180252295170,1"
"1375025862207225859,1"
"1375024888675700737,1"
"1375023769262063619,0"
"1375023568078184449,1"
"1375023391263055875,0"
"1375021402294730753,0"
"1375019798145417218,0"
"1375018211360530434,0"
"1375017627513458688,0"
"1375017213631991824,1"
"1375017070715412483,1"
"1375016381553504264,1"
"1375016055417016320,0"
"1375015879516303361,0"
"1375015465244884993,1"
"1375015229915029505,1"
"1375014709137641473,0"
"1375013596829253632,0"
"1375011241652072451,0"
"1375009952641744896,1"
"1375007957704839170,0"
"1375005202433073152,0"
"1375005058379747328,0"
"1375003713677447170,0"
"1375003447754428419,0"
"1375002011481956359,0"
"1375001991303233539,0"
"1375000622903275522,0"
"1374999792875626499,1"
"1374999543801118722,0"
"1374998872569749509,0"
"1374998559360188416,0"
"1374998549042233344,1"
"1374998021625237504,0"
"1374995399522537474,1"
"1374993156551376900,1"
"1374991418045968389,1"
"1374990400180588547,1"
"1374989750294216704,1"
"1374989293815496704,0"
"1374988901874610177,1"
"1374988615395241985,1"
"1374988306866397186,1"
"1374987865671749632,1"
"1374987718820732936,0"
"1374987440176390144,1"
"1374987188014870528,0"
"1374987133971132416,0"
"1374987107110912001,0"
"1374986086263484421,0"
"1374986003648294913,1"
"1374985730359984128,0"
"1374985683652202501,0"
"1374985624445407240,0"
"1374985579218223107,0"
"1374985549426130950,0"
"1374984951544885250,1"
"1374984339826606084,1"
"1374984107206311937,1"
"1374983978013319169,0"
"1374983951547240449,0"
"1374983925731364875,0"
"1374983901492482051,0"
"1374983877006127104,0"
"1374983842805776389,0"
"1374983816633331712,0"
"1374983791496859648,0"
"1374983765324398593,0"
"1374983740556972033,0"
"1374983720139034625,0"
"1374983710446129153,0"
"1374983683006939136,0"
"1374983638882914304,0"
"1374983189882531841,1"
"1374983173164183555,0"
"1374979761336840194,1"
"1374979565102194689,0"
"1374979005800181761,0"
"1374978503221854212,1"
"1374977431333822464,1"
"1374976336066797568,0"
"1374975518450319362,0"
"1374974929452552196,0"
"1374973617025376257,0"
"1374970331916476418,1"
"1374969338357243904,1"
"1374963749942071305,0"
"1374962518557265921,0"
"1374962058819743744,0"
"1374961090463817729,0"
"1374960803435061249,0"
"1374960236629422085,1"
"1374959636151853058,0"
"1374959499836944384,1"
"1374956712478830593,0"
"1374955572320083973,0"
"1374955364605689858,0"
"1374954555369218050,0"
"1374952517591781376,0"
"1374950027890544642,0"
"1374949214426292227,0"
"1374947281779052547,0"
"1374947161687912450,0"
"1374945897688223746,0"
"1374943160393207815,1"
"1374943100683087878,0"
"1374941514049024005,0"
"1374939891121852426,1"
"1374939027925766146,1"
"1374935753101246471,0"
"1374934259144736771,1"
"1374934200718143488,0"
"1374932730497150981,0"
"1374930338007367680,0"
"1374928726463496197,0"
"1374928526483185664,0"
"1374928052493426689,1"
"1374927449687957508,0"
"1374926338763616261,0"
"1374925720070234113,0"
"1374923876803612677,1"
"1374922675240513536,0"
"1374922429764677634,0"
"1374922286126485506,0"
"1374921897951944706,0"
"1374920408315654144,0"
"1374918732968001536,0"
"1374918209791479811,0"
"1374917359555727360,0"
"1374916721111273473,0"
"1374916677276594183,1"
"1374916165059944455,0"
"1374915793129906180,0"
"1374915170774958083,0"
"1374914103265820678,0"
"1374913804375498754,0"
"1374913463839989761,0"
"1374913125892382721,1"
"1374912913849249793,0"
"1374910302974668803,0"
"1374910094824013824,1"
"1374909384720011266,0"
"1374909044385796097,0"
"1374908771579879434,1"
"1374908733067825153,0"
"1374908315529019393,0"
"1374907786148990976,0"
"1374907301073723395,0"
"1374907202088013824,1"
"1374906942179659776,0"
"1374906300593664002,0"
"1374904474624385025,0"
"1374904383947821065,0"
"1374903260734230531,0"
"1374903239594885121,0"
"1374903091363901441,0"
"1374902907884072962,0"
"1374902185939460096,0"
"1374901793969242112,0"
"1374901767385743360,0"
"1374900461787095040,0"
"1374900176343728129,0"
"1374899880364285957,1"
"1374899865604534273,0"
"1374899855135371266,1"
"1374899654073049089,1"
"1374899588763635716,0"
"1374899371905458180,0"
"1374899348916568069,0"
"1374899324811886592,0"
"1374899259993063424,0"
"1374898098632286209,0"
"1374897934811213827,0"
"1374897867005980676,0"
"1374897245712171018,0"
"1374895772676804613,1"
"1374894143059734531,0"
"1374893817573203976,0"
"1374892857555877894,0"
"1374891582424514560,0"
"1374891477722046465,0"
"1374891365629317120,0"
"1374891142840393728,0"
"1374890617944240128,0"
"1374890338444263432,0"
"1374890316847702017,0"
"1374890288628502540,0"
"1374889990547726337,1"
"1374889696812220417,1"
"1374889591296172032,0"
"1374888834912055304,0"
"1374888356790763520,0"
"1374888313329479687,0"
"1374887964749225985,0"
"1374887543393640448,0"
"1374887409092063235,0"
"1374882478066896900,1"
"1374881363506180099,1"
"1374881275497046018,1"
"1374879675030327301,0"
"1374879629136236547,0"
"1374877961325793282,1"
"1374877265109073920,1"
"1374876628929630209,0"
"1374876425170259970,0"
"1374875360987389953,0"
"1374875129201766402,0"
"1374874605425360902,0"
"1374874512035094535,0"
"1374871163898241024,0"
"1374871082046353410,1"
"1374870897262219266,1"
"1374869863575982081,0"
"1374869603826892803,0"
"1374869200905379844,1"
"1374866901919207427,0"
"1374866454982582273,0"
"1374866116724588544,0"
"1374865735307169794,1"
"1374865564779352082,0"
"1374865474895245312,0"
"1374864968714047489,0"
"1374864296010715146,1"
"1374864260627525633,0"
"1374863979001044999,1"
"1374863426560913413,1"
"1374863373737857025,1"
"1374862619555852292,0"
"1374862593563582465,0"
"1374862055023513601,1"
"1374861798017540100,0"
"1374861300065574915,0"
"1374861203797725188,0"
"1374860625608728579,1"
"1374860621376851974,0"
"1374859694485897216,0"
"1374858101208322052,1"
"1374857589389979656,1"
"1374857339094831110,1"
"1374857073347940354,1"
"1374855321445883905,1"
"1374854840002650114,0"
"1374854088656060420,0"
"1374853668583788545,0"
"1374853432171974661,1"
"1374852957183864837,0"
"1374852835918155781,1"
"1374852811834355713,1"
"1374852806541185028,1"
"1374851923527008260,1"
"1374851864420876299,1"
"1374851696225103875,0"
"1374851498740346882,0"
"1374851402829156355,0"
"1374851372697464837,0"
"1374850760295514116,0"
"1374850688363200522,0"
"1374850433135435779,0"
"1374846864692940805,0"
"1374846647365079042,0"
"1374846596530151428,0"
"1374846353877172227,1"
"1374845099574755329,0"
"1374844996378058756,0"
"1374844855004893184,0"
"1374844195957923849,0"
"1374843308346867721,0"
"1374842734364753921,0"
"1374842504667832324,0"
"1374842334735650817,1"
"1374842328758779904,0"
"1374841212411260928,0"
"1374840477636247552,1"
"1374840246068772868,0"
"1374839878022803457,1"
"1374839857323851777,1"
"1374839454519619585,0"
"1374839411628601344,0"
"1374838877597265921,1"
"1374838753622024195,0"
"1374838684894130180,0"
"1374838262787899393,1"
"1374837983422087174,0"
"1374836783565787136,0"
"1374836127149006853,0"
"1374835652521459712,1"
"1374834308712689665,0"
"1374833487115644931,0"
"1374833084676341760,1"
"1374832884947763209,1"
"1374831986418671617,1"
"1374831876419031045,1"
"1374830927982047238,0"
"1374830838672617475,1"
"1374829913824395266,0"
"1374829637721677827,1"
"1374827597213802497,1"
"1374827195726708740,0"
"1374826394539098114,0"
"1374825971568762889,0"
"1374825621034041347,0"
"1374825474002714624,0"
"1374824463078977554,0"
"1374824319344381952,0"
"1374824073822363659,0"
"1374823090807525379,0"
"1374821507860463617,1"
"1374821339584942086,0"
"1374820979067793412,1"
"1374820610845642760,0"
"1374820526267437056,0"
"1374819365145649159,0"
"1374819162166493186,0"
"1374819018654281742,0"
"1374817916277903364,1"
"1374816829013553153,1"
"1374816725888303107,0"
"1374816622272262145,0"
"1374816396224438278,0"
"1374816167441879050,0"
"1374815157004689411,0"
"1374815005674074115,0"
"1374814713071071242,0"
"1374814439602597888,0"
"1374813635088949257,0"
"1374813360194252802,0"
"1374812582020800513,1"
"1374811731558608899,0"
"1374811434261999618,0"
"1374810479001010179,0"
"1374809997524168707,1"
"1374809527850270721,0"
"1374809102275252226,0"
"1374808680915423237,1"
"1374807920370724876,0"
"1374806866648297483,1"
"1374805796215750657,1"
"1374805643455004676,0"
"1374805247151857664,0"
"1374804646196285448,1"
"1374804239403323403,0"
"1374803396566343687,0"
"1374803322050211841,0"
"1374802976171233282,1"
"1374802536239149056,0"
"1374801935463813123,1"
"1374801400815702020,1"
"1374800826263293954,1"
"1374798901731979266,1"
"1374798837030731776,0"
"1374798666788171778,0"
"1374798553286123526,0"
"1374798393550196739,0"
"1374798359240773637,0"
"1374796504255369221,1"
"1374796232468619273,0"
"1374795773574012931,0"
"1374795615851270147,0"
"1374794417387757568,0"
"1374794398098202631,0"
"1374793744189362182,0"
"1374793320287723522,0"
"1374793313207906311,0"
"1374792973003677696,0"
"1374792708494086147,0"
"1374792695042998281,1"
"1374791961110999042,1"
"1374791918123679745,1"
"1374791873886310403,0"
"1374791279360548872,0"
"1374790386166677504,1"
"1374789593413922820,0"
"1374789375008116738,0"
"1374788735091372033,0"
"1374788287894806530,0"
"1374788104507289602,0"
"1374788062211932164,0"
"1374787863221440513,0"
"1374787742362636291,0"
"1374787694899855360,0"
"1374787200320159748,1"
"1374786408431386626,1"
"1374786405029842949,0"
"1374786367654395913,0"
"1374786075323985924,0"
"1374785293409210368,1"
"1374784645460541450,0"
"1374783350137880576,1"
"1374781578908418056,0"
"1374781306459058180,0"
"1374780808528080897,0"
"1374780805537484808,0"
"1374780778572251139,0"
"1374780592533872641,1"
"1374780118644584450,0"
"1374779664951042052,0"
"1374779540099203072,0"
"1374778543247269888,0"
"1374777903834136582,1"
"1374776564471201805,1"
"1374776118335705091,1"
"1374776109556977670,0"
"1374775127561306116,0"
"1374773670623670275,0"
"1374773551375388672,0"
"1374773217110417414,0"
"1374773098810064896,0"
"1374772797747068928,0"
"1374770944871436291,0"
"1374768855155843074,0"
"1374768538741772289,0"
"1374768428398051330,0"
"1374767315250712577,0"
"1374765901782740994,0"
"1374764591918546945,1"
"1374764389073629189,0"
"1374764215399944196,0"
"1374764085049458689,1"
"1374764060919664643,1"
"1374763192203759616,0"
"1374762918294749185,0"
"1374761363009077249,1"
"1374761080233283592,0"
"1374759815147307009,1"
"1374759539371819015,1"
"1374759253156753413,0"
"1374758908422725641,0"
"1374758508848062464,0"
"1374757821460451331,0"
"1374757517411053573,1"
"1374757360112001027,0"
"1374756833588604932,0"
"1374756760637087747,0"
"1374755136388661250,0"
"1374754645105639435,1"
"1374754572376346627,1"
"1374754505011703809,0"
"1374754344134979586,0"
"1374754018719846405,0"
"1374753902235631625,0"
"1374753841950949379,0"
"1374753803505958914,1"
"1374752552533692419,0"
"1374752485487820801,1"
"1374752220760190982,1"
"1374751202680872961,0"
"1374751197463150593,1"
"1374750465666207746,0"
"1374750279736909825,0"
"1374749946155515909,0"
"1374749502335238154,0"
"1374749447893221383,1"
"1374749082577682433,0"
"1374748668788498433,0"
"1374747751926407169,1"
"1374747271896707077,0"
"1374745812408934405,0"
"1374745338624552963,0"
"1374744815070547969,0"
"1374744299322155008,0"
"1374742947535720450,1"
"1374742418495582208,1"
"1374741581455036416,0"
"1374741330832863238,0"
"1374741318178603015,0"
"1374741245109661701,0"
"1374740550906228737,1"
"1374740302804750337,0"
"1374739917423579148,0"
"1374739164403544066,0"
"1374738990528614402,1"
"1374738347789279235,1"
"1374737733977923585,1"
"1374737458370203650,0"
"1374735913784373249,1"
"1374735348450869252,1"
"1374735124235964417,1"
"1374734756097748998,0"
"1374734576464056321,1"
"1374734252382814211,0"
"1374733789570723841,1"
"1374733143484342276,1"
"1374733064765575169,0"
"1374732967780696067,0"
"1374732615777931268,0"
"1374732475214274561,0"
"1374731744193220614,0"
"1374731226075033602,0"
"1374731200103866384,0"
"1374731167543525385,0"
"1374731143849897985,0"
"1374731119661355011,0"
"1374731095627997185,0"
"1374731071393259529,0"
"1374731045824782339,0"
"1374731022177345542,0"
"1374730996394946567,0"
"1374730970272763907,0"
"1374730946054909957,0"
"1374730920784183302,0"
"1374730877746434055,0"
"1374730849258766344,0"
"1374730808653705227,0"
"1374730768191262721,0"
"1374728787271761921,0"
"1374727120031686656,0"
"1374726810601160710,1"
"1374725785215459328,1"
"1374725626607898630,0"
"1374725121353605124,0"
"1374723741096280067,0"
"1374722960628584453,0"
"1374722891695153157,1"
"1374722828981964813,0"
"1374721658011979784,1"
"1374721631105511424,1"
"1374721435567058951,1"
"1374721314439585794,0"
"1374720354447454208,0"
"1374719926339039235,1"
"1374718133118844931,1"
"1374717310464851972,0"
"1374716785098956804,0"
"1374716662172299264,1"
"1374716599316459530,0"
"1374716512611749891,0"
"1374715640930525184,0"
"1374715036577509377,0"
"1374714996056322058,0"
"1374714968394723330,0"
"1374713514309398528,0"
"1374711827238633475,0"
"1374711646480912391,1"
"1374711622472773632,1"
"1374711233740468227,1"
"1374711006119743492,0"
"1374710225656188935,0"
"1374709363600994305,0"
"1374709052710785033,1"
"1374707988146032645,0"
"1374707294949216257,0"
"1374706778542342148,0"
"1374706570773327873,0"
"1374704990133043203,1"
"1374703778373459968,1"
"1374703714221621253,0"
"1374702814451150848,1"
"1374702677444157446,0"
"1374702190162493448,0"
"1374701137572597761,0"
"1374700912967610380,1"
"1374700263190228996,1"
"1374700071900549123,0"
"1374699555699126278,0"
"1374699236038565892,0"
"1374698668687826944,1"
"1374698022337191944,0"
"1374695862279024641,1"
"1374695148274192385,0"
"1374695068330827776,0"
"1374693444740874245,0"
"1374691828830777348,0"
"1374690699061424130,1"
"1374689607535579138,0"
"1374688447529635843,0"
"1374687630378557443,0"
"1374687444784852999,0"
"1374687019905978370,1"
"1374686458037035013,1"
"1374685312497115141,0"
"1374685251591622658,1"
"1374684115426025473,0"
"1374683645621985282,0"
"1374681115928199171,1"
"1374680791431614465,1"
"1374680717414821890,0"
"1374679841128263680,0"
"1374679616502255616,1"
"1374678042073833472,0"
"1374677733838614528,1"
"1374676852040732674,1"
"1374674663259918336,0"
"1374674137080328193,0"
"1374673883715006466,1"
"1374673174823067654,1"
"1374673009135525889,0"
"1374671953013923845,0"
"1374671686168104960,1"
"1374671331489370121,0"
"1374670134430687232,0"
"1374667920018702337,1"
"1374667572424105988,0"
"1374667149453758473,0"
"1374666859841257474,1"
"1374664754795581443,1"
"1374663856681811968,1"
"1374663448706039809,0"
"1374663330191785986,1"
"1374662565968674816,1"
"1374660796920295424,0"
"1374658769217544192,0"
"1374655760962105348,1"
"1374653972720492544,0"
"1374652904095764481,0"
"1374652644581646337,0"
"1374652406500327426,0"
"1374647245996498946,0"
"1374646666251370499,1"
"1374646345588441094,1"
"1374645633777348608,0"
"1374643840917852161,0"
"1374642628302667777,0"
"1374641598819098625,1"
"1374640000856297477,0"
"1374639501000110090,1"
"1374638885544820740,1"
"1374638327136067586,0"
"1374637796170817536,1"
"1374635259250110464,0"
"1374633899347877888,0"
"1374633752777826310,0"
"1374633218020810758,0"
"1374631248883253248,0"
"1374629765596991489,0"
"1374629103261859841,1"
"1374626977332727816,1"
"1374625159261401089,0"
"1374619867974938626,0"
"1374617260417978370,0"
"1374617050618937348,0"
"1374616515828322305,0"
"1374616188836274180,1"
"1374615747390025730,0"
"1374614600121999366,0"
"1374613701064544257,0"
"1374611808565268485,1"
"1374611695444717568,0"
"1374610189656162304,1"
"1374609614176579584,0"
"1374606272276930562,0"
"1374604724352192513,1"
"1374603652602675201,0"
"1374599689253879811,0"
"1374598826602983426,0"
"1374595963315220485,0"
"1374594577592631296,0"
"1374592840194473985,0"
"1374592157282095106,0"
"1374590115108954115,1"
"1374588506727608323,1"
"1374587694701973504,1"
"1374584656331337731,0"
"1374581137205559308,0"
"1374580942073954306,1"
"1374579924757975041,0"
"1374578962186137601,0"
"1374578063170695170,1"
"1374576410107506692,0"
"1374574257829769217,0"
"1374573699840552960,1"
"1374572624043384833,0"
"1374571952199843843,0"
"1374571917890318337,0"
"1374571728949682178,0"
"1374570967960223747,1"
"1374567753923719172,0"
"1374566251528388608,1"
"1374561685248339969,1"
"1374561573335801859,1"
"1374561029380788226,0"
"1374560389556473856,0"
"1374559432122720261,0"
"1374557460481024003,1"
"1374555921419010056,0"
"1374555893677891590,1"
"1374555882860679172,1"
"1374555803194159108,1"
"1374554416620142597,0"
"1374553873608712194,0"
"1374551396691812360,0"
"1374550441292394500,0"
"1374549881029865475,0"
"1374548900095389702,0"
"1374545336811859971,0"
"1374544518645755904,0"
"1374540566113882118,1"
"1374538143471386631,0"
"1374538065658613760,0"
"1374536911545503744,0"
"1374536558737567747,0"
"1374531084289998849,0"
"1374530757268402177,0"
"1374530648547856388,1"
"1374530234523979776,0"
